,Date,Temp (C) ,Treatment,floy,tag,ds
31-Jul-19,212.5,18.85,TriSPZS100X+PZS100X_SMW,PP,900_2048228000422591,0
31-Jul-19,212.5,18.85,TriSPZS100X+PZS100X_SMW,RY,900_2048228000422647,0
31-Jul-19,212.5,18.85,TriSPZS100X+PZS100X_SMW,BY,900_2048228000422421,1
31-Jul-19,212.5,18.85,TriSPZS100X+PZS100X_SMW,PB,900_2048228000422508,1
31-Jul-19,212.5,18.85,TriSPZS100X+PZS100X_SMW,WY,900_2048228000422500,1
2-Aug-19,214,19.55,TriSPZS200X_SMW,YO,900_2048228000335494,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,GR,900_2048228000422473,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,OP,900_2048228000422541,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,GB,900_2048228000422572,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,YP,900_2048228000422649,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,RY,900_2048228000422675,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,BB,900_2048228000422679,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,PP,900_2048228000422684,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,RR,900_2048228000422703,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,OB,900_2048228000422705,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,WW,900_2048228000422722,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,BY,900_2048228000422454,0
2-Aug-19,214,19.55,TriSPZS200X_SMW,BR,900_2048228000422506,1
2-Aug-19,214,19.55,TriSPZS200X_SMW,RW,900_2048228000422730,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,YR,900_2048228000422462,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,RP,900_2048228000422668,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,BG,900_2048228000422699,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,PY,900_2048228000422700,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,YG,900_2048228000422707,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,RB,900_2048228000422491,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,WR,900_2048228000422673,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,YY,900_2048228000422691,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,BP,900_2048228000422696,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,OO,900_2048228000422726,1
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,WY,900_2048228000422698,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,PG,900_2048228000420151,0
2-Aug-19,214.5,20.65,TriSPZS200X_SMW,GR,900_2048228000422390,1
3-Aug-19,215.5,22.35,MeOH_SMW,OP,900_2048228000361814,0
3-Aug-19,215.5,22.35,MeOH_SMW,OW,900_2048228000422680,0
3-Aug-19,215.5,22.35,MeOH_SMW,WG,900_2048228000422688,0
3-Aug-19,215.5,22.35,MeOH_SMW,WY,900_2048228000422692,0
3-Aug-19,215.5,22.35,MeOH_SMW,BW,900_2048228000422701,0
3-Aug-19,215.5,22.35,MeOH_SMW,PW,900_2048228000422712,0
3-Aug-19,215.5,22.35,MeOH_SMW,GO,900_2048228000422719,0
3-Aug-19,215.5,22.35,MeOH_SMW,GG,900_2048228000422727,0
3-Aug-19,215.5,22.35,MeOH_SMW,GR,900_2048228000422731,0
3-Aug-19,215.5,22.35,MeOH_SMW,RB,900_2048228000422693,1
3-Aug-19,215.5,22.35,MeOH_SMW,YY,900_2048228000422694,1
3-Aug-19,215.5,22.35,MeOH_SMW,GY,900_2048228000422695,1
3-Aug-19,215.5,22.35,MeOH_SMW,RY,900_2048228000422697,1
3-Aug-19,215.5,22.35,MeOH_SMW,YB,900_2048228000422729,1
4-Aug-19,216,22.1,MeOH_Riverwater,OW,900_2048228000422680,0
4-Aug-19,216,22.1,MeOH_Riverwater,PG,900_2048228000422706,0
4-Aug-19,216,22.1,MeOH_Riverwater,WB,900_2048228000422717,0
4-Aug-19,216,22.1,MeOH_Riverwater,PB,900_2048228000422736,0
4-Aug-19,216,22.1,MeOH_Riverwater,GP,900_2048228000422747,0
4-Aug-19,216,22.1,MeOH_Riverwater,BB,900_2048228000422681,1
4-Aug-19,216,22.1,MeOH_Riverwater,WG,900_2048228000422688,1
4-Aug-19,216,22.1,MeOH_Riverwater,GO,900_2048228000422713,1
4-Aug-19,216,22.1,MeOH_Riverwater,YB,900_2048228000422729,1
4-Aug-19,216,22.1,MeOH_Riverwater,GY,900_2048228000422732,1
4-Aug-19,216,22.1,MeOH_Riverwater,BY,900_2048228000422738,1
4-Aug-19,216,22.1,MeOH_Riverwater,GW,900_2048228000422754,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,OP,900_2048228000361814,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,YO,900_2048228000422682,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,BW,900_2048228000422701,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,PW,900_2048228000422712,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,BP,900_2048228000422723,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,GG,900_2048228000422727,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,GR,900_2048228000422731,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,WW,900_2048228000422739,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,YP,900_2048228000422741,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,RP,900_2048228000422746,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,OO,900_2048228000422755,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,WR,900_2048228000422770,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,RG,900_2048228000422773,0
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,RR,900_2048228000422762,1
4-Aug-19,216.5,22.55,TriSPZS200X_SMW,YG,900_2048228000422757,0
5-Aug-19,217,20.7,PZS200X_SMW,WW,900_2048228000422774,0
5-Aug-19,217,20.7,PZS200X_SMW,BB,900_2048228000422681,0
5-Aug-19,217,20.7,PZS200X_SMW,WO,900_2048228000422709,0
5-Aug-19,217,20.7,PZS200X_SMW,GP,900_2048228000422747,0
5-Aug-19,217,20.7,PZS200X_SMW,GW,900_2048228000422754,0
5-Aug-19,217,20.7,PZS200X_SMW,BG,900_2048228000422768,0
5-Aug-19,217,20.7,PZS200X_SMW,RW,900_2048228000422771,0
5-Aug-19,217,20.7,PZS200X_SMW,OB,900_2048228000422772,0
5-Aug-19,217,20.7,PZS200X_SMW,BW,900_2048228000422780,0
5-Aug-19,217,20.7,PZS200X_SMW,RP,900_2048228000422796,0
5-Aug-19,217,20.7,PZS200X_SMW,BP,900_2048228000422812,0
5-Aug-19,217,20.7,PZS200X_SMW,BR,900_2048228000422787,1
5-Aug-19,217,20.7,PZS200X_SMW,GO,900_2048228000422815,1
5-Aug-19,217,20.7,PZS200X_SMW,YR,900_2048228000422775,0
5-Aug-19,217.5,21.25,PZS200X_SMW,YB,900_2048228000422758,0
5-Aug-19,217.5,21.25,PZS200X_SMW,PW,900_2048228000422763,0
5-Aug-19,217.5,21.25,PZS200X_SMW,RG,900_2048228000422773,0
5-Aug-19,217.5,21.25,PZS200X_SMW,WB,900_2048228000422782,0
5-Aug-19,217.5,21.25,PZS200X_SMW,YP,900_2048228000422784,0
5-Aug-19,217.5,21.25,PZS200X_SMW,WG,900_2048228000422790,0
5-Aug-19,217.5,21.25,PZS200X_SMW,RB,900_2048228000422795,0
5-Aug-19,217.5,21.25,PZS200X_SMW,YW,900_2048228000422802,0
5-Aug-19,217.5,21.25,PZS200X_SMW,BO,900_2048228000422797,0
5-Aug-19,217.5,21.25,PZS200X_SMW,GY,900_2048228000422732,1
5-Aug-19,217.5,21.25,PZS200X_SMW,OO,900_2048228000422755,1
5-Aug-19,217.5,21.25,PZS200X_SMW,OW,900_2048228000422793,1
5-Aug-19,217.5,21.25,PZS200X_SMW,PP,900_2048228000422798,1
5-Aug-19,217.5,21.25,PZS200X_SMW,OG,900_2048228000422799,0
5-Aug-19,217.5,21.25,PZS200X_SMW,GB,900_2048228000422753,1
6-Aug-19,218,22.3,TriSPZS200X_SMW,BB,900_2048228000422681,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,YB,900_2048228000422704,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,YG,900_2048228000422724,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,GP,900_2048228000422747,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,PW,900_2048228000422763,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,RW,900_2048228000422771,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,OB,900_2048228000422772,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,WW,900_2048228000422774,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,BW,900_2048228000422780,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,YP,900_2048228000422784,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,OG,900_2048228000422799,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,YW,900_2048228000422802,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,BP,900_2048228000422812,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,OW,900_2048228000422698,1
6-Aug-19,218,22.3,TriSPZS200X_SMW,RP,900_2048228000422796,1
6-Aug-19,218,22.3,TriSPZS200X_SMW,BG,900_2048228000422768,0
6-Aug-19,218,22.3,TriSPZS200X_SMW,YR,900_2048228000422775,1
6-Aug-19,218.5,22.6,PZS200X_SMW,WB,900_2048228000422685,0
6-Aug-19,218.5,22.6,PZS200X_SMW,WY,900_2048228000422689,0
6-Aug-19,218.5,22.6,PZS200X_SMW,BR,900_2048228000422725,0
6-Aug-19,218.5,22.6,PZS200X_SMW,RY,900_2048228000422735,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GY,900_2048228000422742,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PY,900_2048228000422743,0
6-Aug-19,218.5,22.6,PZS200X_SMW,RO,900_2048228000422750,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PP,900_2048228000422781,0
6-Aug-19,218.5,22.6,PZS200X_SMW,OO,900_2048228000422801,0
6-Aug-19,218.5,22.6,PZS200X_SMW,PB,900_2048228000422810,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GW,900_2048228000422818,0
6-Aug-19,218.5,22.6,PZS200X_SMW,GG,900_2048228000422769,1
6-Aug-19,218.5,22.6,PZS200X_SMW,YY,900_2048228000422803,1
6-Aug-19,218.5,22.6,PZS200X_SMW,GO,900_2048228000422804,1
6-Aug-19,218.5,22.6,PZS200X_SMW,RO,900_2048228000422819,1
6-Aug-19,218.5,22.6,PZS200X_SMW,PG,900_2048228000422647,1
6-Aug-19,218.5,22.6,PZS200X_SMW,RP,900_2048228000422794,1
7-Aug-19,219,21.35,MeOH_SMW,YW,900_2048228000422684,0
7-Aug-19,219,21.35,MeOH_SMW,YY,900_2048228000422710,0
7-Aug-19,219,21.35,MeOH_SMW,OB,900_2048228000422715,0
7-Aug-19,219,21.35,MeOH_SMW,OW,900_2048228000422716,0
7-Aug-19,219,21.35,MeOH_SMW,WR,900_2048228000422718,0
7-Aug-19,219,21.35,MeOH_SMW,OP,900_2048228000422720,0
7-Aug-19,219,21.35,MeOH_SMW,WG,900_2048228000422728,0
7-Aug-19,219,21.35,MeOH_SMW,BR,900_2048228000422760,0
7-Aug-19,219,21.35,MeOH_SMW,OG,900_2048228000422778,0
7-Aug-19,219,21.35,MeOH_SMW,YO,900_2048228000422780,0
7-Aug-19,219,21.35,MeOH_SMW,BG,900_2048228000422789,0
7-Aug-19,219,21.35,MeOH_SMW,GG,900_2048228000422809,0
7-Aug-19,219,21.35,MeOH_SMW,PW,900_2048228000422748,0
7-Aug-19,219,21.35,MeOH_SMW,PR,900_2048228000422690,1
7-Aug-19,219,21.35,MeOH_SMW,YP,900_2048228000422761,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WP,900_2048228000422677,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WB,900_2048228000422685,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,RW,900_2048228000422687,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,YB,900_2048228000422704,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GY,900_2048228000422742,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,YR,900_2048228000422765,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,OY,900_2048228000422766,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,WW,900_2048228000422777,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PP,900_2048228000422781,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PY,900_2048228000422788,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,BB,900_2048228000422792,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,OO,900_2048228000422801,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,RR,900_2048228000422814,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GW,900_2048228000422818,0
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,GP,900_2048230000200151,1
7-Aug-19,219.5,21.85,TriSPZS200X_SMW,PB,900_2048228000422810,1
8-Aug-19,220,23.15,PZS200X_SMW,WR,900_2048228000422718,0
8-Aug-19,220,23.15,PZS200X_SMW,PP,900_2048228000422734,0
8-Aug-19,220,23.15,PZS200X_SMW,PW,900_2048228000422748,0
8-Aug-19,220,23.15,PZS200X_SMW,GG,900_2048228000422749,0
8-Aug-19,220,23.15,PZS200X_SMW,BB,900_2048228000422792,0
8-Aug-19,220,23.15,PZS200X_SMW,WW,900_2048228000422696,1
8-Aug-19,220,23.15,PZS200X_SMW,YY,900_2048228000422710,1
8-Aug-19,220,23.15,PZS200X_SMW,OW,900_2048228000422716,1
8-Aug-19,220,23.15,PZS200X_SMW,WG,900_2048228000422728,1
8-Aug-19,220,23.15,PZS200X_SMW,OW,900_2048228000422767,1
8-Aug-19,220,23.15,PZS200X_SMW,YR,900_2048228000422779,1
8-Aug-19,220,23.15,PZS200X_SMW,PY,900_2048228000422788,1
8-Aug-19,220,23.15,PZS200X_SMW,OO,900_2048228000422808,1
8-Aug-19,220,23.15,PZS200X_SMW,PR,900_2048228000422813,1
8-Aug-19,220.5,23,PZS200X_SMW,OB,900_2048228000422715,0
8-Aug-19,220.5,23,PZS200X_SMW,OY,900_2048228000422766,0
8-Aug-19,220.5,23,PZS200X_SMW,RR,900_2048228000422814,0
8-Aug-19,220.5,23,PZS200X_SMW,WP,900_2048228000422677,1
8-Aug-19,220.5,23,PZS200X_SMW,YW,900_2048228000422684,1
8-Aug-19,220.5,23,PZS200X_SMW,YB,900_2048228000422704,1
8-Aug-19,220.5,23,PZS200X_SMW,PB,900_2048228000422711,1
8-Aug-19,220.5,23,PZS200X_SMW,YP,900_2048228000422733,1
8-Aug-19,220.5,23,PZS200X_SMW,GW,900_2048228000422752,1
8-Aug-19,220.5,23,PZS200X_SMW,OG,900_2048228000422778,1
8-Aug-19,220.5,23,PZS200X_SMW,BG,900_2048228000422789,1
8-Aug-19,220.5,23,PZS200X_SMW,YY,900_2048228000422807,1
8-Aug-19,220.5,23,PZS200X_SMW,WO,900_2048228000422817,1
8-Aug-19,220.5,23,PZS200X_SMW,BW,900_2048228000422702,1
8-Aug-19,220.5,23,PZS200X_SMW,GR,900_2048228000422752,1
8-Aug-19,220.8,23.45,PZS200X_SMW,OG,900_2048228000422799,0
8-Aug-19,220.8,23.45,PZS200X_SMW,PW,900_2048228000422685,1
8-Aug-19,220.8,23.45,PZS200X_SMW,RO,900_2048228000422756,1
8-Aug-19,220.8,23.45,PZS200X_SMW,YG,900_2048228000422757,1
8-Aug-19,220.8,23.45,PZS200X_SMW,OB,900_2048228000422772,1
8-Aug-19,220.8,23.45,PZS200X_SMW,WB,900_2048228000422774,1
8-Aug-19,220.8,23.45,PZS200X_SMW,YP,900_2048228000422784,1
8-Aug-19,220.8,23.45,PZS200X_SMW,WY,900_2048228000422800,1
8-Aug-19,220.8,23.45,PZS200X_SMW,GW,900_2048228000422802,1
8-Aug-19,220.8,23.45,PZS200X_SMW,BR,900_2048228000422805,1
8-Aug-19,220.8,23.45,PZS200X_SMW,RR,900_2048228000422747,1
9-Aug-19,221,20.45,PZS200X_SMW,PB,900_2048228000422678,0
9-Aug-19,221,20.45,PZS200X_SMW,OR,900_2048228000422712,0
9-Aug-19,221,20.45,PZS200X_SMW,PY,900_2048228000422731,0
9-Aug-19,221,20.45,PZS200X_SMW,WW,900_2048228000422737,0
9-Aug-19,221,20.45,PZS200X_SMW,WO,900_2048228000422817,0
9-Aug-19,221,20.45,PZS200X_SMW,WR,900_2048228000422718,1
9-Aug-19,221,20.45,PZS200X_SMW,GY,900_2048228000422742,1
9-Aug-19,221,20.45,PZS200X_SMW,PW,900_2048228000422748,1
9-Aug-19,221,20.45,PZS200X_SMW,GG,900_2048228000422766,1
9-Aug-19,221,20.45,PZS200X_SMW,OB,900_2048228000422774,1
9-Aug-19,221,20.45,PZS200X_SMW,GB,900_2048228000422776,1
9-Aug-19,221,20.45,PZS200X_SMW,YR,900_2048228000422791,1
9-Aug-19,221,20.45,PZS200X_SMW,BB,900_2048228000422792,1
9-Aug-19,221,20.45,PZS200X_SMW,BR,900_2048228000422805,1
9-Aug-19,221,20.45,PZS200X_SMW,OO,900_2048228000422808,1
9-Aug-19,221,20.45,PZS200X_SMW,PP,900_2048228000422734,1
9-Aug-19,221,20.45,PZS200X_SMW,RR,900_2048228000422740,1
9-Aug-19,221,20.45,PZS200X_SMW,YB,900_2048228000422704,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,GR,900_2048228000422677,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WW,900_2048228000422696,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YY,900_2048228000422710,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WG,900_2048228000422745,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RO,900_2048228000422756,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BP,900_2048228000422757,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RB,900_2048228000422759,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OW,900_2048228000422767,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,PG,900_2048228000422772,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YR,900_2048228000422779,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,WY,900_2048228000422800,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,RR,900_2048228000422801,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YP,900_2048228000422807,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,YG,900_2048228000422747,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BY,900_2048228000422778,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,BG,900_2048228000422758,0
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OB,900_2048228000422716,1
9-Aug-19,221.5,20.7,TriSPZS200X_SMW,OO,900_2048228000422806,1
